file,noisy_si_sdr,enhanced_si_sdr,si_sdr_improvement,speech_preservation_db,quiet_noise_reduction_db,quiet_enhanced_rms_dbfs,quiet_low_rms_dbfs,quiet_high_rms_dbfs,quiet_low_high_ratio_db,active_fraction,quiet_fraction,failure_mode
mix_0123.wav,-0.11170212179422379,12.556828498840332,12.668530620634556,-1.1058337815445656,23.068017961337826,-51.54244091532375,-44.92230757005429,-72.52021176414037,27.59790419408608,0.944,0.016,ok
mix_0124.wav,5.638553619384766,12.244388580322266,6.6058349609375,-0.9559490652191277,25.51314385436381,-53.58790748372436,-54.316379541821426,-68.23037013346341,13.913990591641985,0.88,0.144,ok
mix_0125.wav,8.291243553161621,14.687274932861328,6.396031379699707,-0.9264245898671021,25.779910476792733,-56.95012095880788,-51.55535194782398,-63.65595943043117,12.100607482607188,0.896,0.072,ok
mix_0126.wav,-2.4328529834747314,7.465520858764648,9.89837384223938,-0.5045697860893437,16.672141597621803,-37.196251105122215,-32.09501250903348,-56.55596437336691,24.460951864333435,0.752,0.24,low_freq_wind
mix_0127.wav,0.8998129367828369,12.492019653320312,11.592206716537476,-1.4266266007139252,25.096674323569307,-47.54891142657057,-46.24730542570843,-63.52193625986905,17.274630834160615,0.864,0.152,ok
mix_0128.wav,11.631251335144043,13.463457107543945,1.8322057723999023,-0.6332792433649588,4.1675197725247415,-32.94072605563754,-29.530025682949788,-57.37874296817152,27.84871728522173,0.808,0.192,low_freq_wind
mix_0129.wav,3.910855770111084,14.960993766784668,11.050137996673584,-1.5938553364937174,28.295896529447724,-52.07187943374181,-47.90777062500573,-62.58950775794751,14.681737132941773,0.904,0.048,ok
mix_0130.wav,-4.155619144439697,-1.7946434020996094,2.360975742340088,-7.146646814067773,14.880440703635296,-31.781458354992118,-27.75280269457358,-52.737543664222,24.984740969648428,0.904,0.096,speech_too_small
mix_0131.wav,8.84201717376709,13.793110847473145,4.951093673706055,-1.0793499873199546,27.22638284947473,-60.29752110215001,-56.65425176176677,-65.02380114539092,8.369549383624145,0.936,0.032,ok
mix_0132.wav,5.730229377746582,14.406929016113281,8.6766996383667,-1.3699486649492423,32.289422140645534,-59.59621822463348,-54.68894670700311,-79.25176563490025,24.562818927897148,0.712,0.296,ok
mix_0133.wav,12.311749458312988,8.525375366210938,-3.786374092102051,-3.5734318169451718,16.958646076392114,-53.30467391308773,-57.340656084225486,-57.655662849616945,0.31500676539145844,0.904,0.088,regression
mix_0134.wav,11.967950820922852,7.908890247344971,-4.059060573577881,-2.4882048866667335,11.09533771026474,-45.50861964594638,-46.449595964071115,-46.84531709882761,0.395721134756489,0.96,0.056,regression
